name,link,orgnr,info1,info2,date,ort,revenue,employees
Mangskogs Bygg & Markprodukter AB,https://kreditrapporten.se/kreditupplysning/5568710718,5568710718,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-24 - Mangskog</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  4 224 tkr - 2 anställda</div>",2020-01-24,Mangskog,4 224 tkr, 2
gastro by the sea AB,https://kreditrapporten.se/kreditupplysning/5591565543,5591565543,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - Karlstad</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  4 201 tkr - 7 anställda</div>",2020-01-14,Karlstad,4 201 tkr, 7
Direct Communication Group DMK Aktiebolag,https://kreditrapporten.se/kreditupplysning/5569364242,5569364242,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - Farsta</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  4 170 tkr - 3 anställda</div>",2020-01-14,Farsta,4 170 tkr, 3
Lanthandeln Café & Keramik Hälsingland AB,https://kreditrapporten.se/kreditupplysning/5569946675,5569946675,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-24 - Bollnäs</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  4 096 tkr - 5 anställda</div>",2020-01-24,Bollnäs,4 096 tkr, 5
Jordan Services AB,https://kreditrapporten.se/kreditupplysning/5590459128,5590459128,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - Södertälje</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 998 tkr - 8 anställda</div>",2020-01-14,Södertälje,3 998 tkr, 8
Relationsgruppen i Sverige AB,https://kreditrapporten.se/kreditupplysning/5590167119,5590167119,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-28 - Gävle</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 908 tkr - 5 anställda</div>",2020-01-28,Gävle,3 908 tkr, 5
Anläggning & Trädgård i Stockholm AB,https://kreditrapporten.se/kreditupplysning/5567265219,5567265219,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-21 - Hägersten</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 874 tkr - 4 anställda</div>",2020-01-21,Hägersten,3 874 tkr, 4
Marta & Company AB,https://kreditrapporten.se/kreditupplysning/5563198430,5563198430,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-17 - Bålsta</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 853 tkr - 2 anställda</div>",2020-01-17,Bålsta,3 853 tkr, 2
Kvarterskrogen på Stampen AB,https://kreditrapporten.se/kreditupplysning/5569206195,5569206195,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-15 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 843 tkr - 4 anställda</div>",2020-01-15,Göteborg,3 843 tkr, 4
DEWAB Bygg & Entreprenad AB,https://kreditrapporten.se/kreditupplysning/5590304332,5590304332,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-16 - Skövde</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 814 tkr - 2 anställda</div>",2020-01-16,Skövde,3 814 tkr, 2
Divine Coffee Bar AB,https://kreditrapporten.se/kreditupplysning/5568965148,5568965148,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-09 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 798 tkr - 9 anställda</div>",2020-01-09,Malmö,3 798 tkr, 9
Culinary Restaurang i Trelleborg AB,https://kreditrapporten.se/kreditupplysning/5569195745,5569195745,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-30 - Beddingestrand</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 787 tkr - 4 anställda</div>",2020-01-30,Beddingestrand,3 787 tkr, 4
Enklare Liv Sweden AB,https://kreditrapporten.se/kreditupplysning/5568535776,5568535776,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - Hovås</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 669 tkr - 3 anställda</div>",2020-01-14,Hovås,3 669 tkr, 3
Christensons Konditori Eftr. Aktiebolag,https://kreditrapporten.se/kreditupplysning/5564273612,5564273612,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-31 - Södertälje</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 570 tkr - 2 anställda</div>",2020-01-31,Södertälje,3 570 tkr, 2
Milly's Candy AB,https://kreditrapporten.se/kreditupplysning/5569245185,5569245185,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-28 - Avesta</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 501 tkr - 2 anställda</div>",2020-01-28,Avesta,3 501 tkr, 2
Swe Trading Center AB,https://kreditrapporten.se/kreditupplysning/5567748024,5567748024,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-03 - Kalmar</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 487 tkr - 0 anställda</div>",2020-01-03,Kalmar,3 487 tkr, 0
Restaurang Nakonthai AB,https://kreditrapporten.se/kreditupplysning/5567579601,5567579601,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-16 - Ludvika</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 441 tkr - 5 anställda</div>",2020-01-16,Ludvika,3 441 tkr, 5
Michelle Asha AB,https://kreditrapporten.se/kreditupplysning/5591532733,5591532733,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-07 - Vetlanda</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 399 tkr - 6 anställda</div>",2020-01-07,Vetlanda,3 399 tkr, 6
Sörmlands byggteknik AB,https://kreditrapporten.se/kreditupplysning/5590819164,5590819164,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-24 - Trosa</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 387 tkr - 2 anställda</div>",2020-01-24,Trosa,3 387 tkr, 2
Motomill Swed AB,https://kreditrapporten.se/kreditupplysning/5590583125,5590583125,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-14 - Göteborg</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 382 tkr - 5 anställda</div>",2020-01-14,Göteborg,3 382 tkr, 5
Önsvalagruppen AB,https://kreditrapporten.se/kreditupplysning/5590698659,5590698659,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-16 - Staffanstorp</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 369 tkr - 0 anställda</div>",2020-01-16,Staffanstorp,3 369 tkr, 0
Tusekon AB,https://kreditrapporten.se/kreditupplysning/5591077010,5591077010,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-03 - Stockholm</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 343 tkr - 4 anställda</div>",2020-01-03,Stockholm,3 343 tkr, 4
Luna Solution AB,https://kreditrapporten.se/kreditupplysning/5567300693,5567300693,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-28 - Nacka</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 328 tkr - 2 anställda</div>",2020-01-28,Nacka,3 328 tkr, 2
JSC Sweden AB,https://kreditrapporten.se/kreditupplysning/5591629273,5591629273,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-17 - Kumla</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 293 tkr - 0 anställda</div>",2020-01-17,Kumla,3 293 tkr, 0
Feldhoff Bygg AB,https://kreditrapporten.se/kreditupplysning/5569797219,5569797219,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-01-08 - Malmö</div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  3 285 tkr - 0 anställda</div>",2020-01-08,Malmö,3 285 tkr, 0
